uniqueID,reportedTime,clearedTime,timeType,siteCode,cellName,count,cell,l_cellDown,l_siteDown
U2K1N:8551:58.4200764389332848,2021-08-26 16:24:55,,off,ES2U0843,ES2U0843A1,6,5,0,0
U2K1N:8551:58.4200764396246794,2021-08-26 16:24:55,,off,ES2U0843,ES2U0843C2,6,1,0,0
U2K1N:8551:58.4200764375441384,2021-08-26 16:24:55,,off,ES2U0843,ES2U0843C1,6,6,0,0
U2K1N:8551:58.4200768057483493,2021-08-26 16:24:57,,off,ES2U1082,ES2U1082B1,6,2,0,0
U2K1N:8551:58.4200768074538152,2021-08-26 16:24:57,,off,ES2U1082,ES2U1082C2,6,5,0,0
U2K1N:8551:58.4200768082400300,2021-08-26 16:24:57,,off,ES2U1082,ES2U1082B2,6,3,0,0
U2K1N:8551:58.4200768124149445,2021-08-26 16:24:57,,off,ES2U1082,ES2U1082A2,6,6,0,0
U2K1N:8551:58.4200768049498214,2021-08-26 16:24:57,,off,ES2U1082,ES2U1082C1,6,4,0,0
U2K1N:8551:58.4200768066474950,2021-08-26 16:24:57,,off,ES2U1082,ES2U1082A1,6,1,0,0
U2K1N:8551:58.4200767479448738,2021-08-26 16:24:59,,off,ES2U1023,ES2U1023B2,6,2,0,0
U2K1N:8551:58.4200767463068256,2021-08-26 16:24:59,,off,ES2U1023,ES2U1023C2,6,1,0,0
U2K1N:8551:58.4200767509901577,2021-08-26 16:24:59,,off,ES2U1023,ES2U1023A2,6,3,0,0
U2K1N:8551:58.4200766647443329,2021-08-26 16:24:59,,off,ES2U0334,ES2U0334B2,6,6,0,0
U2K1N:8551:58.4200767436982279,2021-08-26 16:24:59,,off,ES2U1023,ES2U1023A1,6,5,0,0
U2K1N:8551:58.4200767417851203,2021-08-26 16:24:59,,off,ES2U1023,ES2U1023B1,6,6,0,0
U2K1N:8551:58.4200765705788177,2021-08-26 16:24:59,,off,ES2U0334,ES2U0334A2,6,3,0,0
U2K1N:8551:58.4200765638052192,2021-08-26 16:24:59,,off,ES2U0334,ES2U0334B1,6,4,0,0
U2K1N:8551:58.4200767403609283,2021-08-26 16:24:59,,off,ES2U1023,ES2U1023C1,6,4,0,0
U2K1N:8551:58.4200765628998078,2021-08-26 16:24:59,,off,ES2U0334,ES2U0334A1,6,1,0,0
U2K1N:8551:58.4200765699525633,2021-08-26 16:24:59,,off,ES2U0334,ES2U0334C2,6,5,0,0
U2K1N:8551:58.4200765693035792,2021-08-26 16:24:59,,off,ES2U0334,ES2U0334C1,6,2,0,0
U2K1N:8551:58.4200764910572434,2021-08-26 16:25:00,,off,ES2U0253,ES2U0253B2,6,2,0,0
U2K1N:8551:58.4200764892829434,2021-08-26 16:25:00,,off,ES2U0253,ES2U0253B1,6,1,0,0
U2K1N:8551:58.4200764899191631,2021-08-26 16:25:00,,off,ES2U0253,ES2U0253A1,6,4,0,0
U2K1N:8551:58.4200764905329738,2021-08-26 16:25:00,,off,ES2U0253,ES2U0253C2,6,3,0,0
U2K1N:8551:58.4200764886163916,2021-08-26 16:25:00,,off,ES2U0253,ES2U0253C1,6,5,0,0
U2K1N:8551:58.4200764916124520,2021-08-26 16:25:00,,off,ES2U0253,ES2U0253A2,6,6,0,0
U2K1N:8551:58.4200767496732199,2021-08-26 16:25:08,,off,ES2U0246,ES2U0246B2,6,1,0,0
U2K1N:8551:58.4200767468829557,2021-08-26 16:25:08,,off,ES2U0246,ES2U0246A1,6,3,0,0
U2K1N:8551:58.4200767449807049,2021-08-26 16:25:08,,off,ES2U0246,ES2U0246B1,6,2,0,0
U2K1N:8551:58.4200767484449701,2021-08-26 16:25:08,,off,ES2U0246,ES2U0246C2,6,4,0,0
U2K1N:8551:58.4200767565301048,2021-08-26 16:25:08,,off,ES2U0246,ES2U0246A2,6,6,0,0
U2K1N:8551:58.4200767430641898,2021-08-26 16:25:08,,off,ES2U0246,ES2U0246C1,6,5,0,0
U2K2N:8551:56.4201609575259707,2021-08-26 16:35:54,2021-08-26 16:40:07,on,AS2U0848,AS2U0848C1,6,3,0,0
U2K2N:8551:56.4201609570948670,2021-08-26 16:35:54,2021-08-26 16:40:07,on,AS2U0848,AS2U0848B2,6,1,0,0
U2K2N:8551:56.4201609446753040,2021-08-26 16:35:54,2021-08-26 16:40:07,on,AS2U0848,AS2U0848A1,6,4,0,0
U2K2N:8551:56.4201609579644570,2021-08-26 16:35:54,2021-08-26 16:40:07,on,AS2U0848,AS2U0848C2,6,5,0,0
U2K2N:8551:56.4201609524154356,2021-08-26 16:35:54,2021-08-26 16:40:07,on,AS2U0848,AS2U0848A2,6,2,0,0
U2K2N:8551:56.4201609566040429,2021-08-26 16:35:54,2021-08-26 16:40:07,on,AS2U0848,AS2U0848B1,6,6,0,0
U2K1N:8551:58.4201816529944814,2021-08-26 16:38:46,2021-08-26 17:18:12,on,ES2U0486,ES2U0486B2,6,1,1,0
U2K1N:8551:58.4201816509298976,2021-08-26 16:38:46,2021-08-26 17:18:12,on,ES2U0486,ES2U0486B1,6,5,1,0
U2K1N:8551:58.4201816502220329,2021-08-26 16:38:46,2021-08-26 17:18:12,on,ES2U0486,ES2U0486C1,6,3,1,0
U2K1N:8551:58.4201816516639450,2021-08-26 16:38:46,2021-08-26 17:18:12,on,ES2U0486,ES2U0486A1,6,4,1,0
U2K1N:8551:58.4201816523273900,2021-08-26 16:38:46,2021-08-26 17:18:12,on,ES2U0486,ES2U0486C2,6,6,1,0
U2K1N:8551:58.4201816536817483,2021-08-26 16:38:46,2021-08-26 17:18:12,on,ES2U0486,ES2U0486A2,6,2,1,1
U2K2N:8551:56.4201609446753040,2021-08-26 16:40:07,,off,AS2U0848,AS2U0848A1,6,4,0,0
U2K2N:8551:56.4201609524154356,2021-08-26 16:40:07,,off,AS2U0848,AS2U0848A2,6,2,0,0
U2K2N:8551:56.4201609570948670,2021-08-26 16:40:07,,off,AS2U0848,AS2U0848B2,6,1,0,0
U2K2N:8551:56.4201609566040429,2021-08-26 16:40:07,,off,AS2U0848,AS2U0848B1,6,6,0,0
U2K2N:8551:56.4201609579644570,2021-08-26 16:40:07,,off,AS2U0848,AS2U0848C2,6,5,0,0
U2K2N:8551:56.4201609575259707,2021-08-26 16:40:07,,off,AS2U0848,AS2U0848C1,6,3,0,0
U2K1N:8551:58.4202059864311556,2021-08-26 16:42:48,2021-08-26 17:06:12,on,ES2U1331,ES2U1331B2,6,6,1,0
U2K1N:8551:58.4202059871760622,2021-08-26 16:42:48,2021-08-26 17:06:12,on,ES2U1331,ES2U1331C2,6,2,1,0
U2K1N:8551:58.4202059831970833,2021-08-26 16:42:48,2021-08-26 17:06:12,on,ES2U1331,ES2U1331A1,6,3,1,0
U2K1N:8551:58.4202059840281775,2021-08-26 16:42:48,2021-08-26 17:06:12,on,ES2U1331,ES2U1331B1,6,5,1,0
U2K1N:8551:58.4202059848230773,2021-08-26 16:42:48,2021-08-26 17:06:12,on,ES2U1331,ES2U1331C1,6,1,1,0
U2K1N:8551:58.4202059856181587,2021-08-26 16:42:48,2021-08-26 17:06:12,on,ES2U1331,ES2U1331A2,6,4,1,1
U2K1N:8551:58.4202160861407205,2021-08-26 16:44:30,2021-08-26 17:03:00,on,ES2U1516,ES2U1516B2,6,5,1,0
U2K1N:8551:58.4202160846877379,2021-08-26 16:44:30,2021-08-26 17:03:00,on,ES2U1516,ES2U1516C1,6,2,1,0
U2K1N:8551:58.4202160839365372,2021-08-26 16:44:30,2021-08-26 17:03:00,on,ES2U1516,ES2U1516B1,6,3,1,0
U2K1N:8551:58.4202160868548785,2021-08-26 16:44:30,2021-08-26 17:03:00,on,ES2U1516,ES2U1516C2,6,1,1,0
U2K1N:8551:58.4202160854406763,2021-08-26 16:44:30,2021-08-26 17:03:00,on,ES2U1516,ES2U1516A2,6,4,1,0
U2K1N:8551:58.4202160920466237,2021-08-26 16:44:30,2021-08-26 17:03:00,on,ES2U1516,ES2U1516A1,6,6,1,1
U2K1N:8551:58.4202289237968490,2021-08-26 16:47:12,2021-08-26 17:05:43,on,ES2U0330,ES2U0330B1,6,6,1,0
U2K1N:8551:58.4202289244525895,2021-08-26 16:47:12,2021-08-26 17:05:43,on,ES2U0330,ES2U0330C1,6,5,1,0
U2K1N:8551:58.4202289231983133,2021-08-26 16:47:12,2021-08-26 17:05:43,on,ES2U0330,ES2U0330A1,6,4,1,0
U2K1N:8551:58.4202289263057377,2021-08-26 16:47:12,2021-08-26 17:05:43,on,ES2U0330,ES2U0330C2,6,2,1,0
U2K1N:8551:58.4202289256832335,2021-08-26 16:47:12,2021-08-26 17:05:43,on,ES2U0330,ES2U0330B2,6,3,1,0
U2K1N:8551:58.4202289250729031,2021-08-26 16:47:12,2021-08-26 17:05:43,on,ES2U0330,ES2U0330A2,6,1,1,1
U2K2N:8551:56.4202895915362962,2021-08-26 16:57:20,2021-08-26 17:49:01,on,AS2U0196,AS2U0196C1,6,1,1,0
U2K2N:8551:56.4202895846864292,2021-08-26 16:57:20,2021-08-26 17:49:01,on,AS2U0196,AS2U0196A1,6,2,1,0
U2K2N:8551:56.4202896083563106,2021-08-26 16:57:20,2021-08-26 17:49:01,on,AS2U0196,AS2U0196C2,6,3,1,0
U2K2N:8551:56.4202895926539962,2021-08-26 16:57:20,2021-08-26 17:49:01,on,AS2U0196,AS2U0196B2,6,4,1,0
U2K2N:8551:56.4202895921059251,2021-08-26 16:57:20,2021-08-26 17:49:01,on,AS2U0196,AS2U0196A2,6,5,1,0
U2K2N:8551:56.4202895908278528,2021-08-26 16:57:20,2021-08-26 17:49:01,on,AS2U0196,AS2U0196B1,6,6,1,1
U2K1N:8551:58.4202160854406763,2021-08-26 17:03:00,,off,ES2U1516,ES2U1516A2,6,4,0,0
U2K1N:8551:58.4202160846877379,2021-08-26 17:03:00,,off,ES2U1516,ES2U1516C1,6,2,0,0
U2K1N:8551:58.4202160920466237,2021-08-26 17:03:00,,off,ES2U1516,ES2U1516A1,6,6,0,0
U2K1N:8551:58.4202160868548785,2021-08-26 17:03:00,,off,ES2U1516,ES2U1516C2,6,1,0,0
U2K1N:8551:58.4202160861407205,2021-08-26 17:03:00,,off,ES2U1516,ES2U1516B2,6,5,0,0
U2K1N:8551:58.4202160839365372,2021-08-26 17:03:00,,off,ES2U1516,ES2U1516B1,6,3,0,0
U2K1N:8551:58.4202289263057377,2021-08-26 17:05:43,,off,ES2U0330,ES2U0330C2,6,2,0,0
U2K1N:8551:58.4202289231983133,2021-08-26 17:05:43,,off,ES2U0330,ES2U0330A1,6,4,0,0
U2K1N:8551:58.4202289244525895,2021-08-26 17:05:43,,off,ES2U0330,ES2U0330C1,6,5,0,0
U2K1N:8551:58.4202289237968490,2021-08-26 17:05:43,,off,ES2U0330,ES2U0330B1,6,6,0,0
U2K1N:8551:58.4202289250729031,2021-08-26 17:05:43,,off,ES2U0330,ES2U0330A2,6,1,0,0
U2K1N:8551:58.4202289256832335,2021-08-26 17:05:43,,off,ES2U0330,ES2U0330B2,6,3,0,0
U2K1N:8551:58.4198491407219019,2021-08-26 17:05:44,,off,ES4U2031,ES4U2031A1,2,1,0,0
U2K1N:8551:58.4198492547168295,2021-08-26 17:05:44,,off,ES4U2030,ES4U2030A2,2,1,0,0
U2K1N:8551:58.4198491415439903,2021-08-26 17:05:44,,off,ES4U2031,ES4U2031A2,2,2,0,0
U2K1N:8551:58.4198492462630543,2021-08-26 17:05:44,,off,ES4U2030,ES4U2030A1,2,2,0,0
U2K1N:8551:58.4202059831970833,2021-08-26 17:06:12,,off,ES2U1331,ES2U1331A1,6,3,0,0
U2K1N:8551:58.4202059864311556,2021-08-26 17:06:12,,off,ES2U1331,ES2U1331B2,6,6,0,0
U2K1N:8551:58.4202059840281775,2021-08-26 17:06:12,,off,ES2U1331,ES2U1331B1,6,5,0,0
U2K1N:8551:58.4202059848230773,2021-08-26 17:06:12,,off,ES2U1331,ES2U1331C1,6,1,0,0
U2K1N:8551:58.4202059856181587,2021-08-26 17:06:12,,off,ES2U1331,ES2U1331A2,6,4,0,0
U2K1N:8551:58.4202059871760622,2021-08-26 17:06:12,,off,ES2U1331,ES2U1331C2,6,2,0,0
U2K1N:8551:58.4201816509298976,2021-08-26 17:18:12,,off,ES2U0486,ES2U0486B1,6,5,0,0
U2K1N:8551:58.4201816502220329,2021-08-26 17:18:12,,off,ES2U0486,ES2U0486C1,6,3,0,0
U2K1N:8551:58.4201816536817483,2021-08-26 17:18:12,,off,ES2U0486,ES2U0486A2,6,2,0,0
U2K1N:8551:58.4201816523273900,2021-08-26 17:18:12,,off,ES2U0486,ES2U0486C2,6,6,0,0
U2K1N:8551:58.4201816529944814,2021-08-26 17:18:12,,off,ES2U0486,ES2U0486B2,6,1,0,0
U2K1N:8551:58.4201816516639450,2021-08-26 17:18:12,,off,ES2U0486,ES2U0486A1,6,4,0,0
U2K1N:8551:58.4204371867526914,2021-08-26 17:21:21,2021-08-26 19:04:12,on,ES2U1376,ES2U1376A1,6,3,1,0
U2K1N:8551:58.4204371874333903,2021-08-26 17:21:21,2021-08-26 19:04:12,on,ES2U1376,ES2U1376B1,6,5,1,0
U2K1N:8551:58.4204371887384396,2021-08-26 17:21:21,2021-08-26 19:04:12,on,ES2U1376,ES2U1376A2,6,2,1,0
U2K1N:8551:58.4204372082659489,2021-08-26 17:21:21,2021-08-26 19:04:12,on,ES2U1376,ES2U1376C2,6,4,1,0
U2K1N:8551:58.4204371894363121,2021-08-26 17:21:21,2021-08-26 19:04:12,on,ES2U1376,ES2U1376B2,6,1,1,0
U2K1N:8551:58.4204371880754124,2021-08-26 17:21:21,2021-08-26 19:04:12,on,ES2U1376,ES2U1376C1,6,6,1,1
U2K2N:8551:56.4197750313358158,2021-08-26 17:42:49,,off,AS2U0529,AS2U0529B1,6,2,0,0
U2K2N:8551:56.4197750363386123,2021-08-26 17:42:49,,off,AS2U0529,AS2U0529C2,6,4,0,0
U2K2N:8551:56.4197750301208879,2021-08-26 17:42:49,,off,AS2U0529,AS2U0529A1,6,3,0,0
U2K2N:8551:56.4197750326337458,2021-08-26 17:42:49,,off,AS2U0529,AS2U0529C1,6,5,0,0
U2K2N:8551:56.4197750351802909,2021-08-26 17:42:49,,off,AS2U0529,AS2U0529B2,6,6,0,0
U2K2N:8551:56.4197750339821418,2021-08-26 17:42:49,,off,AS2U0529,AS2U0529A2,6,1,0,0
U2K2N:8551:56.4197750319816933,2021-08-26 17:42:52,,off,AS2U0439,AS2U0439C1,6,3,0,0
U2K2N:8551:56.4197750333177344,2021-08-26 17:42:52,,off,AS2U0439,AS2U0439A2,6,5,0,0
U2K2N:8551:56.4197750345949365,2021-08-26 17:42:52,,off,AS2U0439,AS2U0439B2,6,2,0,0
U2K2N:8551:56.4197750307325899,2021-08-26 17:42:52,,off,AS2U0439,AS2U0439B1,6,6,0,0
U2K2N:8551:56.4197750357685014,2021-08-26 17:42:52,,off,AS2U0439,AS2U0439C2,6,4,0,0
U2K2N:8551:56.4197750294468881,2021-08-26 17:42:52,,off,AS2U0439,AS2U0439A1,6,1,0,0
U2K2N:8551:56.4202895846864292,2021-08-26 17:49:01,,off,AS2U0196,AS2U0196A1,6,2,0,0
U2K2N:8551:56.4202896083563106,2021-08-26 17:49:01,,off,AS2U0196,AS2U0196C2,6,3,0,0
U2K2N:8551:56.4202895921059251,2021-08-26 17:49:01,,off,AS2U0196,AS2U0196A2,6,5,0,0
U2K2N:8551:56.4202895915362962,2021-08-26 17:49:01,,off,AS2U0196,AS2U0196C1,6,1,0,0
U2K2N:8551:56.4202895908278528,2021-08-26 17:49:01,,off,AS2U0196,AS2U0196B1,6,6,0,0
U2K2N:8551:56.4202895926539962,2021-08-26 17:49:01,,off,AS2U0196,AS2U0196B2,6,4,0,0
U2K2N:8551:56.4188446843443976,2021-08-26 17:50:48,,off,ZN2U1909,ZN2U1909B1,4,4,0,0
U2K2N:8551:56.4188446915394767,2021-08-26 17:50:48,,off,ZN2U1909,ZN2U1909A2,4,1,0,0
U2K2N:8551:56.4188446858521881,2021-08-26 17:50:48,,off,ZN2U1909,ZN2U1909A1,4,2,0,0
U2K2N:8551:56.4188446905932646,2021-08-26 17:50:48,,off,ZN2U1909,ZN2U1909B2,4,3,0,0
U2K2N:8551:56.4188448488332824,2021-08-26 17:50:52,,off,ZN2U1732,ZN2U1732A2,4,4,0,0
U2K2N:8551:56.4188447830679240,2021-08-26 17:50:52,,off,ZN2U1732,ZN2U1732B2,4,1,0,0
U2K2N:8551:56.4188447767159137,2021-08-26 17:50:52,,off,ZN2U1732,ZN2U1732B1,4,3,0,0
U2K2N:8551:56.4188447773456018,2021-08-26 17:50:52,,off,ZN2U1732,ZN2U1732A1,4,2,0,0
U2K1N:8551:58.4206338687871780,2021-08-26 17:54:43,2021-08-26 18:03:56,on,ES2U0104,ES2U0104B1,6,3,1,0
U2K1N:8551:58.4206338698210422,2021-08-26 17:54:43,2021-08-26 18:03:56,on,ES2U0104,ES2U0104A2,6,1,1,0
U2K1N:8551:58.4206338703121996,2021-08-26 17:54:43,2021-08-26 18:03:56,on,ES2U0104,ES2U0104B2,6,4,1,0
U2K1N:8551:58.4206338708202325,2021-08-26 17:54:43,2021-08-26 18:03:56,on,ES2U0104,ES2U0104C2,6,6,1,0
U2K1N:8551:58.4206338682132593,2021-08-26 17:54:43,2021-08-26 18:03:56,on,ES2U0104,ES2U0104A1,6,5,1,0
U2K1N:8551:58.4206338692861392,2021-08-26 17:54:43,2021-08-26 18:03:56,on,ES2U0104,ES2U0104C1,6,2,1,1
U2K1N:8551:58.4206474939932164,2021-08-26 17:56:59,2021-08-26 18:02:43,on,ES2U1004,ES2U1004C2,6,5,0,0
U2K1N:8551:58.4206474398163624,2021-08-26 17:56:59,2021-08-26 18:02:43,on,ES2U1004,ES2U1004C1,6,2,0,0
U2K1N:8551:58.4206474411321741,2021-08-26 17:56:59,2021-08-26 18:02:43,on,ES2U1004,ES2U1004B2,6,3,0,0
U2K1N:8551:58.4206474404897411,2021-08-26 17:56:59,2021-08-26 18:02:43,on,ES2U1004,ES2U1004A2,6,4,0,0
U2K1N:8551:58.4206474384609139,2021-08-26 17:56:59,2021-08-26 18:02:43,on,ES2U1004,ES2U1004A1,6,1,0,0
U2K1N:8551:58.4206474391541936,2021-08-26 17:56:59,2021-08-26 18:02:43,on,ES2U1004,ES2U1004B1,6,6,0,0
U2K1N:8551:58.4206474411321741,2021-08-26 18:02:43,,off,ES2U1004,ES2U1004B2,6,3,0,0
U2K1N:8551:58.4206474391541936,2021-08-26 18:02:43,,off,ES2U1004,ES2U1004B1,6,6,0,0
U2K1N:8551:58.4206474384609139,2021-08-26 18:02:43,,off,ES2U1004,ES2U1004A1,6,1,0,0
U2K1N:8551:58.4206474404897411,2021-08-26 18:02:43,,off,ES2U1004,ES2U1004A2,6,4,0,0
U2K1N:8551:58.4206474939932164,2021-08-26 18:02:43,,off,ES2U1004,ES2U1004C2,6,5,0,0
U2K1N:8551:58.4206474398163624,2021-08-26 18:02:43,,off,ES2U1004,ES2U1004C1,6,2,0,0
U2K1N:8551:58.4206338692861392,2021-08-26 18:03:56,,off,ES2U0104,ES2U0104C1,6,2,0,0
U2K1N:8551:58.4206338687871780,2021-08-26 18:03:56,,off,ES2U0104,ES2U0104B1,6,3,0,0
U2K1N:8551:58.4206338703121996,2021-08-26 18:03:56,,off,ES2U0104,ES2U0104B2,6,4,0,0
U2K1N:8551:58.4206338698210422,2021-08-26 18:03:56,,off,ES2U0104,ES2U0104A2,6,1,0,0
U2K1N:8551:58.4206338708202325,2021-08-26 18:03:56,,off,ES2U0104,ES2U0104C2,6,6,0,0
U2K1N:8551:58.4206338682132593,2021-08-26 18:03:56,,off,ES2U0104,ES2U0104A1,6,5,0,0
U2K1N:8551:58.4207293073535619,2021-08-26 18:10:02,2021-08-26 19:03:17,on,ES2U0697,ES2U0697B1,6,5,1,0
U2K1N:8551:58.4207293096711947,2021-08-26 18:10:02,2021-08-26 19:03:17,on,ES2U0697,ES2U0697C2,6,3,1,0
U2K1N:8551:58.4207293091201990,2021-08-26 18:10:02,2021-08-26 19:03:17,on,ES2U0697,ES2U0697B2,6,1,1,0
U2K1N:8551:58.4207293085685274,2021-08-26 18:10:02,2021-08-26 19:03:17,on,ES2U0697,ES2U0697A2,6,4,1,0
U2K1N:8551:58.4207293079869090,2021-08-26 18:10:02,2021-08-26 19:03:17,on,ES2U0697,ES2U0697C1,6,2,1,0
U2K1N:8551:58.4207292954543824,2021-08-26 18:10:02,2021-08-26 19:03:17,on,ES2U0697,ES2U0697A1,6,6,1,1
U2K1N:8551:58.4207507433343885,2021-08-26 18:14:13,2021-08-26 19:01:33,on,ES2U0015,ES2U0015B1,6,1,1,0
U2K1N:8551:58.4207507464646654,2021-08-26 18:14:13,2021-08-26 19:01:34,on,ES2U0015,ES2U0015C2,6,3,1,0
U2K1N:8551:58.4207507441612703,2021-08-26 18:14:13,2021-08-26 19:01:33,on,ES2U0015,ES2U0015C1,6,5,1,0
U2K1N:8551:58.4207507456988262,2021-08-26 18:14:13,2021-08-26 19:01:34,on,ES2U0015,ES2U0015B2,6,4,1,0
U2K1N:8551:58.4207507449386585,2021-08-26 18:14:13,2021-08-26 19:01:34,on,ES2U0015,ES2U0015A2,6,6,1,0
U2K1N:8551:58.4207507379939997,2021-08-26 18:14:13,2021-08-26 19:01:33,on,ES2U0015,ES2U0015A1,6,2,1,1
U2K1N:8551:58.4209371696448858,2021-08-26 18:44:41,2021-08-26 19:03:51,on,ES2U0451,ES2U0451B1,6,5,1,0
U2K1N:8551:58.4209371930064551,2021-08-26 18:44:41,2021-08-26 19:03:51,on,ES2U0451,ES2U0451C2,6,1,1,0
U2K1N:8551:58.4209371581070968,2021-08-26 18:44:41,2021-08-26 19:03:51,on,ES2U0451,ES2U0451C1,6,2,1,0
U2K1N:8551:58.4209371574491534,2021-08-26 18:44:41,2021-08-26 19:03:51,on,ES2U0451,ES2U0451A1,6,4,1,0
U2K1N:8551:58.4209371938155798,2021-08-26 18:44:41,2021-08-26 19:03:51,on,ES2U0451,ES2U0451B2,6,3,1,0
U2K1N:8551:58.4209371702520884,2021-08-26 18:44:41,2021-08-26 19:03:51,on,ES2U0451,ES2U0451A2,6,6,1,1
U2K1N:8551:58.4207507379939997,2021-08-26 19:01:33,,off,ES2U0015,ES2U0015A1,6,2,0,0
U2K1N:8551:58.4207507433343885,2021-08-26 19:01:33,,off,ES2U0015,ES2U0015B1,6,1,0,0
U2K1N:8551:58.4207507441612703,2021-08-26 19:01:33,,off,ES2U0015,ES2U0015C1,6,5,0,0
U2K1N:8551:58.4207507464646654,2021-08-26 19:01:34,,off,ES2U0015,ES2U0015C2,6,3,0,0
U2K1N:8551:58.4207507456988262,2021-08-26 19:01:34,,off,ES2U0015,ES2U0015B2,6,4,0,0
U2K1N:8551:58.4207507449386585,2021-08-26 19:01:34,,off,ES2U0015,ES2U0015A2,6,6,0,0
U2K1N:8551:58.4207293079869090,2021-08-26 19:03:17,,off,ES2U0697,ES2U0697C1,6,2,0,0
U2K1N:8551:58.4207293096711947,2021-08-26 19:03:17,,off,ES2U0697,ES2U0697C2,6,3,0,0
U2K1N:8551:58.4207293085685274,2021-08-26 19:03:17,,off,ES2U0697,ES2U0697A2,6,4,0,0
U2K1N:8551:58.4207293091201990,2021-08-26 19:03:17,,off,ES2U0697,ES2U0697B2,6,1,0,0
U2K1N:8551:58.4207292954543824,2021-08-26 19:03:17,,off,ES2U0697,ES2U0697A1,6,6,0,0
U2K1N:8551:58.4207293073535619,2021-08-26 19:03:17,,off,ES2U0697,ES2U0697B1,6,5,0,0
U2K1N:8551:58.4209371930064551,2021-08-26 19:03:51,,off,ES2U0451,ES2U0451C2,6,1,0,0
U2K1N:8551:58.4209371581070968,2021-08-26 19:03:51,,off,ES2U0451,ES2U0451C1,6,2,0,0
U2K1N:8551:58.4209371938155798,2021-08-26 19:03:51,,off,ES2U0451,ES2U0451B2,6,3,0,0
U2K1N:8551:58.4209371702520884,2021-08-26 19:03:51,,off,ES2U0451,ES2U0451A2,6,6,0,0
U2K1N:8551:58.4209371696448858,2021-08-26 19:03:51,,off,ES2U0451,ES2U0451B1,6,5,0,0
U2K1N:8551:58.4209371574491534,2021-08-26 19:03:51,,off,ES2U0451,ES2U0451A1,6,4,0,0
U2K1N:8551:58.4204371887384396,2021-08-26 19:04:12,,off,ES2U1376,ES2U1376A2,6,2,0,0
U2K1N:8551:58.4204371867526914,2021-08-26 19:04:12,,off,ES2U1376,ES2U1376A1,6,3,0,0
U2K1N:8551:58.4204371874333903,2021-08-26 19:04:12,,off,ES2U1376,ES2U1376B1,6,5,0,0
U2K1N:8551:58.4204371880754124,2021-08-26 19:04:12,,off,ES2U1376,ES2U1376C1,6,6,0,0
U2K1N:8551:58.4204371894363121,2021-08-26 19:04:12,,off,ES2U1376,ES2U1376B2,6,1,0,0
U2K1N:8551:58.4204372082659489,2021-08-26 19:04:12,,off,ES2U1376,ES2U1376C2,6,4,0,0
U2K1N:8551:58.4211283066928021,2021-08-26 19:17:05,2021-08-26 20:03:12,on,ES2U1749,ES2U1749A2,4,2,1,0
U2K1N:8551:58.4211283061023520,2021-08-26 19:17:05,2021-08-26 20:03:12,on,ES2U1749,ES2U1749B1,4,1,1,0
U2K1N:8551:58.4211283071891177,2021-08-26 19:17:05,2021-08-26 20:03:12,on,ES2U1749,ES2U1749B2,4,4,1,0
U2K1N:8551:58.4211283076555530,2021-08-26 19:17:05,2021-08-26 20:03:12,on,ES2U1749,ES2U1749A1,4,3,1,1
U2K1N:8551:58.4211779344896620,2021-08-26 19:24:47,2021-08-26 20:01:29,on,ES2U1733,ES2U1733C1,6,6,1,0
U2K1N:8551:58.4211779339723184,2021-08-26 19:24:47,2021-08-26 20:01:29,on,ES2U1733,ES2U1733B1,6,1,1,0
U2K1N:8551:58.4211779473894821,2021-08-26 19:24:47,2021-08-26 20:01:29,on,ES2U1733,ES2U1733C2,6,5,1,0
U2K1N:8551:58.4211779420807075,2021-08-26 19:24:47,2021-08-26 20:01:29,on,ES2U1733,ES2U1733A2,6,2,1,0
U2K1N:8551:58.4211779468483182,2021-08-26 19:24:47,2021-08-26 20:01:29,on,ES2U1733,ES2U1733B2,6,4,1,0
U2K1N:8551:58.4211779295351047,2021-08-26 19:24:47,2021-08-26 20:01:29,on,ES2U1733,ES2U1733A1,6,3,1,1
U2K1N:8551:58.4211926677103562,2021-08-26 19:27:14,2021-08-26 20:01:19,on,ES2U0143,ES2U0143A1,4,2,1,0
U2K1N:8551:58.4211926769836469,2021-08-26 19:27:14,2021-08-26 20:01:19,on,ES2U0143,ES2U0143A2,4,3,1,0
U2K1N:8551:58.4211926724556042,2021-08-26 19:27:14,2021-08-26 20:01:19,on,ES2U0143,ES2U0143B1,4,1,1,0
U2K1N:8551:58.4211926804464516,2021-08-26 19:27:14,2021-08-26 20:01:19,on,ES2U0143,ES2U0143B2,4,4,1,1
U2K1N:8551:58.4212102248779786,2021-08-26 19:30:09,2021-08-26 20:00:33,on,ES2U0862,ES2U0862B2,6,1,1,0
U2K1N:8551:58.4212102197847538,2021-08-26 19:30:09,2021-08-26 20:00:33,on,ES2U0862,ES2U0862C1,6,5,1,0
U2K1N:8551:58.4212102153703094,2021-08-26 19:30:09,2021-08-26 20:00:33,on,ES2U0862,ES2U0862B1,6,2,1,0
U2K1N:8551:58.4212102314087724,2021-08-26 19:30:09,2021-08-26 20:00:33,on,ES2U0862,ES2U0862C2,6,3,1,0
U2K1N:8551:58.4212102103864698,2021-08-26 19:30:09,2021-08-26 20:00:33,on,ES2U0862,ES2U0862A1,6,6,1,0
U2K1N:8551:58.4212102243816017,2021-08-26 19:30:09,2021-08-26 20:00:33,on,ES2U0862,ES2U0862A2,6,4,1,1
