uniqueID,reportedTime,clearedTime,timeType,siteCode,cellName,count,cell,l_cellDown,l_siteDown
U2K1N:8551:56.5017897441576642,2021-09-05 03:20:38,2021-09-05 03:25:44,on,HZ2U0512,HZ2U0512A2,6,4,0,0
U2K1N:8551:56.5017897448796635,2021-09-05 03:20:38,2021-09-05 03:25:44,on,HZ2U0512,HZ2U0512B2,6,3,0,0
U2K1N:8551:56.5017897425199270,2021-09-05 03:20:38,2021-09-05 03:25:44,on,HZ2U0512,HZ2U0512B1,6,5,0,0
U2K1N:8551:56.5017897416149857,2021-09-05 03:20:38,2021-09-05 03:25:44,on,HZ2U0512,HZ2U0512A1,6,2,0,0
U2K1N:8551:56.5017897456906490,2021-09-05 03:20:38,2021-09-05 03:25:44,on,HZ2U0512,HZ2U0512C2,6,1,0,0
U2K1N:8551:56.5017897448796635,2021-09-05 03:25:44,,off,HZ2U0512,HZ2U0512B2,6,3,0,0
U2K1N:8551:56.5017897441576642,2021-09-05 03:25:44,,off,HZ2U0512,HZ2U0512A2,6,4,0,0
U2K1N:8551:56.5017897433646591,2021-09-05 03:25:44,,off,HZ2U0512,HZ2U0512C1,6,6,0,0
U2K1N:8551:56.5017897425199270,2021-09-05 03:25:44,,off,HZ2U0512,HZ2U0512B1,6,5,0,0
U2K1N:8551:56.5017897416149857,2021-09-05 03:25:44,,off,HZ2U0512,HZ2U0512A1,6,2,0,0
U2K1N:8551:56.5017897456906490,2021-09-05 03:25:44,,off,HZ2U0512,HZ2U0512C2,6,1,0,0
U2K1N:8551:56.5020088688534793,2021-09-05 03:56:36,2021-09-05 04:01:39,on,HZ2U0048,HZ2U0048B2,6,1,0,0
U2K1N:8551:56.5020088708821352,2021-09-05 03:56:36,2021-09-05 04:01:39,on,HZ2U0048,HZ2U0048C2,6,2,0,0
U2K1N:8551:56.5020088943948777,2021-09-05 03:56:36,2021-09-05 04:01:39,on,HZ2U0385,HZ2U0385C1,6,3,0,0
U2K1N:8551:56.5020088959404281,2021-09-05 03:56:36,2021-09-05 04:01:39,on,HZ2U0385,HZ2U0385B2,6,4,0,0
U2K1N:8551:56.5020088925637093,2021-09-05 03:56:36,2021-09-05 04:01:39,on,HZ2U0385,HZ2U0385A1,6,2,0,0
U2K1N:8551:56.5020088954328976,2021-09-05 03:56:36,2021-09-05 04:01:39,on,HZ2U0385,HZ2U0385A2,6,6,0,0
U2K1N:8551:56.5020089569714286,2021-09-05 03:56:36,2021-09-05 04:01:39,on,HZ2U0385,HZ2U0385C2,6,5,0,0
U2K1N:8551:56.5020088004447473,2021-09-05 03:56:36,2021-09-05 04:01:39,on,HZ2U0048,HZ2U0048A1,6,3,0,0
U2K1N:8551:56.5020088406749529,2021-09-05 03:56:36,2021-09-05 04:01:39,on,HZ2U0048,HZ2U0048A2,6,4,0,0
U2K1N:8551:56.5020088379758320,2021-09-05 03:56:36,2021-09-05 04:01:39,on,HZ2U0048,HZ2U0048B1,6,5,0,0
U2K1N:8551:56.5020088392646773,2021-09-05 03:56:36,2021-09-05 04:01:39,on,HZ2U0048,HZ2U0048C1,6,6,0,0
U2K1N:8551:56.5020088937452114,2021-09-05 03:56:36,2021-09-05 04:01:39,on,HZ2U0385,HZ2U0385B1,6,1,0,0
U2K1N:8551:56.5020089873975543,2021-09-05 03:56:37,2021-09-05 04:01:35,on,HZ2U1880,HZ2U1880B2,4,2,0,0
U2K1N:8551:56.5020089837136209,2021-09-05 03:56:37,2021-09-05 04:01:35,on,HZ2U1880,HZ2U1880A1,4,1,0,0
U2K1N:8551:56.5020089841754030,2021-09-05 03:56:37,2021-09-05 04:01:35,on,HZ2U1880,HZ2U1880B1,4,4,0,0
U2K1N:8551:56.5020089846841114,2021-09-05 03:56:37,2021-09-05 04:01:35,on,HZ2U1880,HZ2U1880A2,4,3,0,0
U2K1N:8551:56.5020090070899351,2021-09-05 03:56:38,2021-09-05 04:01:35,on,HZ2U0455,HZ2U0455C2,6,6,0,0
U2K1N:8551:56.5020090050327744,2021-09-05 03:56:38,2021-09-05 04:01:35,on,HZ2U0455,HZ2U0455B1,6,2,0,0
U2K1N:8551:56.5020090044153153,2021-09-05 03:56:38,2021-09-05 04:01:35,on,HZ2U0455,HZ2U0455A1,6,1,0,0
U2K1N:8551:56.5020090054918026,2021-09-05 03:56:38,2021-09-05 04:01:35,on,HZ2U0455,HZ2U0455C1,6,4,0,0
U2K1N:8551:56.5020090060349528,2021-09-05 03:56:38,2021-09-05 04:01:35,on,HZ2U0455,HZ2U0455A2,6,5,0,0
U2K1N:8551:56.5020090065501720,2021-09-05 03:56:38,2021-09-05 04:01:35,on,HZ2U0455,HZ2U0455B2,6,3,0,0
U2K1N:8551:56.5020186263443199,2021-09-05 03:58:29,2021-09-05 04:00:22,on,HZ2U0008,HZ2U0008B2,6,3,0,0
U2K1N:8551:56.5020186100152663,2021-09-05 03:58:29,2021-09-05 04:00:22,on,HZ2U0008,HZ2U0008C1,6,6,0,0
U2K1N:8551:56.5020185164187636,2021-09-05 03:58:29,2021-09-05 04:00:22,on,HZ2U0008,HZ2U0008A1,6,4,0,0
U2K1N:8551:56.5020185187450023,2021-09-05 03:58:29,2021-09-05 04:00:22,on,HZ2U0008,HZ2U0008B1,6,5,0,0
U2K1N:8551:56.5020186221499498,2021-09-05 03:58:29,2021-09-05 04:00:22,on,HZ2U0008,HZ2U0008A2,6,2,0,0
U2K1N:8551:56.5020186332599331,2021-09-05 03:58:29,2021-09-05 04:00:22,on,HZ2U0008,HZ2U0008C2,6,1,0,0
U2K1N:8551:56.5020186332599331,2021-09-05 04:00:22,,off,HZ2U0008,HZ2U0008C2,6,1,0,0
U2K1N:8551:56.5020186263443199,2021-09-05 04:00:22,,off,HZ2U0008,HZ2U0008B2,6,3,0,0
U2K1N:8551:56.5020186221499498,2021-09-05 04:00:22,,off,HZ2U0008,HZ2U0008A2,6,2,0,0
U2K1N:8551:56.5020185187450023,2021-09-05 04:00:22,,off,HZ2U0008,HZ2U0008B1,6,5,0,0
U2K1N:8551:56.5020186100152663,2021-09-05 04:00:22,,off,HZ2U0008,HZ2U0008C1,6,6,0,0
U2K1N:8551:56.5020185164187636,2021-09-05 04:00:22,,off,HZ2U0008,HZ2U0008A1,6,4,0,0
U2K1N:8551:56.5020090060349528,2021-09-05 04:01:35,,off,HZ2U0455,HZ2U0455A2,6,5,0,0
U2K1N:8551:56.5020089837136209,2021-09-05 04:01:35,,off,HZ2U1880,HZ2U1880A1,4,1,0,0
U2K1N:8551:56.5020090044153153,2021-09-05 04:01:35,,off,HZ2U0455,HZ2U0455A1,6,1,0,0
U2K1N:8551:56.5020090065501720,2021-09-05 04:01:35,,off,HZ2U0455,HZ2U0455B2,6,3,0,0
U2K1N:8551:56.5020089841754030,2021-09-05 04:01:35,,off,HZ2U1880,HZ2U1880B1,4,4,0,0
U2K1N:8551:56.5020090070899351,2021-09-05 04:01:35,,off,HZ2U0455,HZ2U0455C2,6,6,0,0
U2K1N:8551:56.5020090050327744,2021-09-05 04:01:35,,off,HZ2U0455,HZ2U0455B1,6,2,0,0
U2K1N:8551:56.5020089846841114,2021-09-05 04:01:35,,off,HZ2U1880,HZ2U1880A2,4,3,0,0
U2K1N:8551:56.5020090054918026,2021-09-05 04:01:35,,off,HZ2U0455,HZ2U0455C1,6,4,0,0
U2K1N:8551:56.5020089873975543,2021-09-05 04:01:35,,off,HZ2U1880,HZ2U1880B2,4,2,0,0
U2K1N:8551:56.5020088959404281,2021-09-05 04:01:39,,off,HZ2U0385,HZ2U0385B2,6,4,0,0
U2K1N:8551:56.5020088708821352,2021-09-05 04:01:39,,off,HZ2U0048,HZ2U0048C2,6,2,0,0
U2K1N:8551:56.5020088688534793,2021-09-05 04:01:39,,off,HZ2U0048,HZ2U0048B2,6,1,0,0
U2K1N:8551:56.5020088943948777,2021-09-05 04:01:39,,off,HZ2U0385,HZ2U0385C1,6,3,0,0
U2K1N:8551:56.5020088004447473,2021-09-05 04:01:39,,off,HZ2U0048,HZ2U0048A1,6,3,0,0
U2K1N:8551:56.5020089569714286,2021-09-05 04:01:39,,off,HZ2U0385,HZ2U0385C2,6,5,0,0
U2K1N:8551:56.5020088392646773,2021-09-05 04:01:39,,off,HZ2U0048,HZ2U0048C1,6,6,0,0
U2K1N:8551:56.5020088954328976,2021-09-05 04:01:39,,off,HZ2U0385,HZ2U0385A2,6,6,0,0
U2K1N:8551:56.5020088379758320,2021-09-05 04:01:39,,off,HZ2U0048,HZ2U0048B1,6,5,0,0
U2K1N:8551:56.5020088925637093,2021-09-05 04:01:39,,off,HZ2U0385,HZ2U0385A1,6,2,0,0
U2K1N:8551:56.5020088406749529,2021-09-05 04:01:39,,off,HZ2U0048,HZ2U0048A2,6,4,0,0
U2K1N:8551:56.5020088937452114,2021-09-05 04:01:39,,off,HZ2U0385,HZ2U0385B1,6,1,0,0
U2K2N:8551:49.5011455802965522,2021-09-05 04:02:34,,off,HN2U0114,HN2U0114A1,6,5,0,0
U2K2N:8551:49.5011455778401177,2021-09-05 04:02:34,,off,HN2U0114,HN2U0114C2,6,1,0,0
U2K2N:8551:49.5011455784728157,2021-09-05 04:02:34,,off,HN2U0114,HN2U0114B2,6,6,0,0
U2K2N:8551:49.5011455796814029,2021-09-05 04:02:34,,off,HN2U0114,HN2U0114C1,6,3,0,0
U2K2N:8551:49.5011455790755535,2021-09-05 04:02:34,,off,HN2U0114,HN2U0114A2,6,2,0,0
U2K2N:8551:49.5011455719029538,2021-09-05 04:02:34,,off,HN2U0114,HN2U0114B1,6,4,0,0
U2K1N:8551:56.5021011881674996,2021-09-05 04:11:50,2021-09-05 04:16:25,on,HZ2U0409,HZ2U0409C2,6,2,0,0
U2K1N:8551:56.5021010747218346,2021-09-05 04:11:50,2021-09-05 04:16:24,on,HZ2U0075,HZ2U0075A2,6,6,0,0
U2K1N:8551:56.5021010615335265,2021-09-05 04:11:50,2021-09-05 04:16:25,on,HZ2U0409,HZ2U0409C1,6,3,0,0
U2K1N:8551:56.5021014055279724,2021-09-05 04:11:50,2021-09-05 04:16:25,on,HZ2U0141,HZ2U0141B2,6,5,0,0
U2K1N:8551:56.5021013945294881,2021-09-05 04:11:50,2021-09-05 04:16:25,on,HZ2U0141,HZ2U0141C1,6,3,0,0
U2K1N:8551:56.5021009609454028,2021-09-05 04:11:50,2021-09-05 04:16:25,on,HZ2U0409,HZ2U0409B1,6,4,0,0
U2K1N:8551:56.5021008472146673,2021-09-05 04:11:50,2021-09-05 04:16:26,on,HZ2U0217,HZ2U0217B1,6,2,0,0
U2K1N:8551:56.5021008430682297,2021-09-05 04:11:50,2021-09-05 04:16:24,on,HZ2U0075,HZ2U0075B1,6,2,0,0
U2K1N:8551:56.5021016242094032,2021-09-05 04:11:50,2021-09-05 04:16:25,on,HZ2U0141,HZ2U0141C2,6,4,0,0
U2K1N:8551:56.5021010728889399,2021-09-05 04:11:50,2021-09-05 04:16:26,on,HZ2U0217,HZ2U0217C1,6,4,0,0
U2K1N:8551:56.5021012708830929,2021-09-05 04:11:50,2021-09-05 04:16:26,on,HZ2U0217,HZ2U0217C2,6,5,0,0
U2K1N:8551:56.5021010665106593,2021-09-05 04:11:50,2021-09-05 04:16:25,on,HZ2U0409,HZ2U0409A2,6,5,0,0
U2K1N:8551:56.5021012660767844,2021-09-05 04:11:50,2021-09-05 04:16:24,on,HZ2U0075,HZ2U0075C2,6,1,0,0
U2K1N:8551:56.5021006228144272,2021-09-05 04:11:50,2021-09-05 04:16:24,on,HZ2U0075,HZ2U0075A1,6,3,0,0
U2K1N:8551:56.5021013973438117,2021-09-05 04:11:50,2021-09-05 04:16:25,on,HZ2U0141,HZ2U0141A2,6,2,0,0
U2K1N:8551:56.5021010795090539,2021-09-05 04:11:50,2021-09-05 04:16:26,on,HZ2U0217,HZ2U0217A2,6,1,0,0
U2K1N:8551:56.5021008356978293,2021-09-05 04:11:50,2021-09-05 04:16:26,on,HZ2U0217,HZ2U0217A1,6,3,0,0
U2K1N:8551:56.5021007178198524,2021-09-05 04:11:50,2021-09-05 04:16:26,on,HZ2U0121,HZ2U0121C1,6,5,0,0
U2K1N:8551:56.5021009450641040,2021-09-05 04:11:50,2021-09-05 04:16:26,on,HZ2U0121,HZ2U0121B2,6,4,0,0
U2K1N:8551:56.5021009576427398,2021-09-05 04:11:50,2021-09-05 04:16:26,on,HZ2U0121,HZ2U0121C2,6,1,0,0
U2K1N:8551:56.5021013927798079,2021-09-05 04:11:50,2021-09-05 04:16:25,on,HZ2U0141,HZ2U0141B1,6,6,0,0
U2K1N:8551:56.5021009419812105,2021-09-05 04:11:50,2021-09-05 04:16:26,on,HZ2U0121,HZ2U0121A2,6,3,0,0
U2K1N:8551:56.5021011782229721,2021-09-05 04:11:50,2021-09-05 04:16:25,on,HZ2U0409,HZ2U0409B2,6,1,0,0
U2K1N:8551:56.5021010806879548,2021-09-05 04:11:50,2021-09-05 04:16:24,on,HZ2U0075,HZ2U0075B2,6,5,0,0
U2K1N:8551:56.5021008336580887,2021-09-05 04:11:50,2021-09-05 04:16:25,on,HZ2U0409,HZ2U0409A1,6,6,0,0
U2K1N:8551:56.5021010828670914,2021-09-05 04:11:50,2021-09-05 04:16:26,on,HZ2U0217,HZ2U0217B2,6,6,0,0
U2K1N:8551:56.5021008523242428,2021-09-05 04:11:50,2021-09-05 04:16:24,on,HZ2U0075,HZ2U0075C1,6,4,0,0
U2K1N:8551:56.5021012603490383,2021-09-05 04:11:50,2021-09-05 04:16:25,on,HZ2U0141,HZ2U0141A1,6,1,0,0
U2K1N:8551:56.5021007027866918,2021-09-05 04:11:50,2021-09-05 04:16:26,on,HZ2U0121,HZ2U0121B1,6,6,0,0
U2K1N:8551:56.5021007016338539,2021-09-05 04:11:50,2021-09-05 04:16:26,on,HZ2U0121,HZ2U0121A1,6,2,0,0
U2K1N:8551:56.5021013823480578,2021-09-05 04:11:51,2021-09-05 04:16:24,on,HZ2U0038,HZ2U0038C2,6,4,0,0
U2K1N:8551:56.5021012901087201,2021-09-05 04:11:51,2021-09-05 04:16:24,on,HZ2U0038,HZ2U0038B2,6,2,0,0
U2K1N:8551:56.5021010644108637,2021-09-05 04:11:51,2021-09-05 04:16:26,on,HZ2U0296,HZ2U0296A1,4,1,0,0
U2K1N:8551:56.5021006064536053,2021-09-05 04:11:51,2021-09-05 04:16:26,on,HZ2U1892,HZ2U1892A1,6,2,0,0
U2K1N:8551:56.5021016448252990,2021-09-05 04:11:51,2021-09-05 04:16:30,on,HZ2U0273,HZ2U0273C1,6,1,0,0
U2K1N:8551:56.5021018615735266,2021-09-05 04:11:51,2021-09-05 04:16:24,on,HZ2U1986,HZ2U1986A2,6,5,0,0
U2K1N:8551:56.5021008367425885,2021-09-05 04:11:51,2021-09-05 04:16:26,on,HZ2U1892,HZ2U1892C1,6,5,0,0
U2K1N:8551:56.5021018604391814,2021-09-05 04:11:51,2021-09-05 04:16:24,on,HZ2U1986,HZ2U1986C1,6,1,0,0
U2K1N:8551:56.5021018592332759,2021-09-05 04:11:51,2021-09-05 04:16:24,on,HZ2U1986,HZ2U1986A1,6,6,0,0
U2K1N:8551:56.5021018597561106,2021-09-05 04:11:51,2021-09-05 04:16:24,on,HZ2U1986,HZ2U1986B1,6,3,0,0
U2K1N:8551:56.5021010757741162,2021-09-05 04:11:51,2021-09-05 04:16:26,on,HZ2U1892,HZ2U1892A2,6,4,0,0
U2K1N:8551:56.5021011589139761,2021-09-05 04:11:51,2021-09-05 04:16:24,on,HZ2U0038,HZ2U0038C1,6,3,0,0
U2K1N:8551:56.5021009590470970,2021-09-05 04:11:51,2021-09-05 04:16:24,on,HZ2U0038,HZ2U0038B1,6,1,0,0
U2K1N:8551:56.5021011751493995,2021-09-05 04:11:51,2021-09-05 04:16:24,on,HZ2U0038,HZ2U0038A2,6,6,0,0
U2K1N:8551:56.5021016476531499,2021-09-05 04:11:51,2021-09-05 04:16:30,on,HZ2U0273,HZ2U0273A2,6,4,0,0
U2K1N:8551:56.5021012768378714,2021-09-05 04:11:51,2021-09-05 04:16:26,on,HZ2U1892,HZ2U1892C2,6,6,0,0
U2K1N:8551:56.5021009445457659,2021-09-05 04:11:51,2021-09-05 04:16:24,on,HZ2U0038,HZ2U0038A1,6,5,0,0
U2K1N:8551:56.5021018625687928,2021-09-05 04:11:51,2021-09-05 04:16:24,on,HZ2U1986,HZ2U1986B2,6,2,0,0
U2K1N:8551:56.5021018398488997,2021-09-05 04:11:51,2021-09-05 04:16:30,on,HZ2U0273,HZ2U0273C2,6,6,0,0
U2K1N:8551:56.5021011763923620,2021-09-05 04:11:51,2021-09-05 04:16:26,on,HZ2U0296,HZ2U0296A2,4,2,0,0
U2K1N:8551:56.5021011757809288,2021-09-05 04:11:51,2021-09-05 04:16:26,on,HZ2U0296,HZ2U0296B1,4,3,0,0
U2K1N:8551:56.5021016431116195,2021-09-05 04:11:51,2021-09-05 04:16:30,on,HZ2U0273,HZ2U0273B1,6,2,0,0
U2K1N:8551:56.5021012673235912,2021-09-05 04:11:51,2021-09-05 04:16:26,on,HZ2U1892,HZ2U1892B2,6,3,0,0
U2K1N:8551:56.5021011846167172,2021-09-05 04:11:51,2021-09-05 04:16:26,on,HZ2U0296,HZ2U0296B2,4,4,0,0
U2K1N:8551:56.5021018363844055,2021-09-05 04:11:51,2021-09-05 04:16:30,on,HZ2U0273,HZ2U0273B2,6,5,0,0
U2K1N:8551:56.5021015232105397,2021-09-05 04:11:51,2021-09-05 04:16:30,on,HZ2U0273,HZ2U0273A1,6,3,0,0
U2K1N:8551:56.5021018642606852,2021-09-05 04:11:51,2021-09-05 04:16:24,on,HZ2U1986,HZ2U1986C2,6,4,0,0
U2K1N:8551:56.5021006905992474,2021-09-05 04:11:51,2021-09-05 04:16:26,on,HZ2U1892,HZ2U1892B1,6,1,0,0
U2K1N:8551:56.5021019877752760,2021-09-05 04:11:52,2021-09-05 04:16:25,on,HZ2U0228,HZ2U0228A2,6,4,0,0
U2K1N:8551:56.5021019834656674,2021-09-05 04:11:52,2021-09-05 04:16:25,on,HZ2U0228,HZ2U0228C1,6,6,0,0
U2K1N:8551:56.5021019829284876,2021-09-05 04:11:52,2021-09-05 04:16:25,on,HZ2U0228,HZ2U0228B1,6,5,0,0
U2K1N:8551:56.5021019823760369,2021-09-05 04:11:52,2021-09-05 04:16:25,on,HZ2U0228,HZ2U0228A1,6,3,0,0
U2K1N:8551:56.5021020704804267,2021-09-05 04:11:52,2021-09-05 04:16:25,on,HZ2U0228,HZ2U0228C2,6,1,0,0
U2K1N:8551:56.5021020688584743,2021-09-05 04:11:52,2021-09-05 04:16:25,on,HZ2U0228,HZ2U0228B2,6,2,0,0
U2K1N:8551:56.5021026309216260,2021-09-05 04:11:55,2021-09-05 04:16:25,on,HZ2U0294,HZ2U0294A2,4,4,0,0
U2K1N:8551:56.5021025562899600,2021-09-05 04:11:55,2021-09-05 04:16:25,on,HZ2U0294,HZ2U0294B1,4,2,0,0
U2K1N:8551:56.5021025557303866,2021-09-05 04:11:55,2021-09-05 04:16:25,on,HZ2U0294,HZ2U0294A1,4,3,0,0
U2K1N:8551:56.5021026321497365,2021-09-05 04:11:55,2021-09-05 04:16:25,on,HZ2U0294,HZ2U0294B2,4,1,0,0
U2K1N:8551:56.5021011589139761,2021-09-05 04:16:24,,off,HZ2U0038,HZ2U0038C1,6,3,0,0
U2K1N:8551:56.5021012660767844,2021-09-05 04:16:24,,off,HZ2U0075,HZ2U0075C2,6,1,0,0
U2K1N:8551:56.5021010747218346,2021-09-05 04:16:24,,off,HZ2U0075,HZ2U0075A2,6,6,0,0
U2K1N:8551:56.5021006228144272,2021-09-05 04:16:24,,off,HZ2U0075,HZ2U0075A1,6,3,0,0
U2K1N:8551:56.5021008430682297,2021-09-05 04:16:24,,off,HZ2U0075,HZ2U0075B1,6,2,0,0
U2K1N:8551:56.5021008523242428,2021-09-05 04:16:24,,off,HZ2U0075,HZ2U0075C1,6,4,0,0
U2K1N:8551:56.5021018642606852,2021-09-05 04:16:24,,off,HZ2U1986,HZ2U1986C2,6,4,0,0
U2K1N:8551:56.5021009590470970,2021-09-05 04:16:24,,off,HZ2U0038,HZ2U0038B1,6,1,0,0
U2K1N:8551:56.5021011751493995,2021-09-05 04:16:24,,off,HZ2U0038,HZ2U0038A2,6,6,0,0
U2K1N:8551:56.5021018597561106,2021-09-05 04:16:24,,off,HZ2U1986,HZ2U1986B1,6,3,0,0
U2K1N:8551:56.5021018625687928,2021-09-05 04:16:24,,off,HZ2U1986,HZ2U1986B2,6,2,0,0
U2K1N:8551:56.5021018604391814,2021-09-05 04:16:24,,off,HZ2U1986,HZ2U1986C1,6,1,0,0
U2K1N:8551:56.5021009445457659,2021-09-05 04:16:24,,off,HZ2U0038,HZ2U0038A1,6,5,0,0
U2K1N:8551:56.5021013823480578,2021-09-05 04:16:24,,off,HZ2U0038,HZ2U0038C2,6,4,0,0
U2K1N:8551:56.5021018615735266,2021-09-05 04:16:24,,off,HZ2U1986,HZ2U1986A2,6,5,0,0
U2K1N:8551:56.5021012901087201,2021-09-05 04:16:24,,off,HZ2U0038,HZ2U0038B2,6,2,0,0
U2K1N:8551:56.5021010806879548,2021-09-05 04:16:24,,off,HZ2U0075,HZ2U0075B2,6,5,0,0
U2K1N:8551:56.5021018592332759,2021-09-05 04:16:24,,off,HZ2U1986,HZ2U1986A1,6,6,0,0
U2K1N:8551:56.5021011881674996,2021-09-05 04:16:25,,off,HZ2U0409,HZ2U0409C2,6,2,0,0
U2K1N:8551:56.5021019834656674,2021-09-05 04:16:25,,off,HZ2U0228,HZ2U0228C1,6,6,0,0
U2K1N:8551:56.5021020688584743,2021-09-05 04:16:25,,off,HZ2U0228,HZ2U0228B2,6,2,0,0
U2K1N:8551:56.5021010665106593,2021-09-05 04:16:25,,off,HZ2U0409,HZ2U0409A2,6,5,0,0
U2K1N:8551:56.5021020704804267,2021-09-05 04:16:25,,off,HZ2U0228,HZ2U0228C2,6,1,0,0
U2K1N:8551:56.5021019829284876,2021-09-05 04:16:25,,off,HZ2U0228,HZ2U0228B1,6,5,0,0
U2K1N:8551:56.5021019823760369,2021-09-05 04:16:25,,off,HZ2U0228,HZ2U0228A1,6,3,0,0
U2K1N:8551:56.5021019877752760,2021-09-05 04:16:25,,off,HZ2U0228,HZ2U0228A2,6,4,0,0
U2K1N:8551:56.5021013945294881,2021-09-05 04:16:25,,off,HZ2U0141,HZ2U0141C1,6,3,0,0
U2K1N:8551:56.5021014055279724,2021-09-05 04:16:25,,off,HZ2U0141,HZ2U0141B2,6,5,0,0
U2K1N:8551:56.5021010615335265,2021-09-05 04:16:25,,off,HZ2U0409,HZ2U0409C1,6,3,0,0
U2K1N:8551:56.5021016242094032,2021-09-05 04:16:25,,off,HZ2U0141,HZ2U0141C2,6,4,0,0
U2K1N:8551:56.5021009609454028,2021-09-05 04:16:25,,off,HZ2U0409,HZ2U0409B1,6,4,0,0
U2K1N:8551:56.5021013973438117,2021-09-05 04:16:25,,off,HZ2U0141,HZ2U0141A2,6,2,0,0
U2K1N:8551:56.5021013927798079,2021-09-05 04:16:25,,off,HZ2U0141,HZ2U0141B1,6,6,0,0
U2K1N:8551:56.5021011782229721,2021-09-05 04:16:25,,off,HZ2U0409,HZ2U0409B2,6,1,0,0
U2K1N:8551:56.5021025557303866,2021-09-05 04:16:25,,off,HZ2U0294,HZ2U0294A1,4,3,0,0
U2K1N:8551:56.5021012603490383,2021-09-05 04:16:25,,off,HZ2U0141,HZ2U0141A1,6,1,0,0
U2K1N:8551:56.5021025562899600,2021-09-05 04:16:25,,off,HZ2U0294,HZ2U0294B1,4,2,0,0
U2K1N:8551:56.5021026321497365,2021-09-05 04:16:25,,off,HZ2U0294,HZ2U0294B2,4,1,0,0
U2K1N:8551:56.5021008336580887,2021-09-05 04:16:25,,off,HZ2U0409,HZ2U0409A1,6,6,0,0
U2K1N:8551:56.5021026309216260,2021-09-05 04:16:25,,off,HZ2U0294,HZ2U0294A2,4,4,0,0
U2K1N:8551:56.5021012673235912,2021-09-05 04:16:26,,off,HZ2U1892,HZ2U1892B2,6,3,0,0
U2K1N:8551:56.5021011763923620,2021-09-05 04:16:26,,off,HZ2U0296,HZ2U0296A2,4,2,0,0
U2K1N:8551:56.5021006905992474,2021-09-05 04:16:26,,off,HZ2U1892,HZ2U1892B1,6,1,0,0
U2K1N:8551:56.5021010757741162,2021-09-05 04:16:26,,off,HZ2U1892,HZ2U1892A2,6,4,0,0
U2K1N:8551:56.5021008367425885,2021-09-05 04:16:26,,off,HZ2U1892,HZ2U1892C1,6,5,0,0
U2K1N:8551:56.5021011846167172,2021-09-05 04:16:26,,off,HZ2U0296,HZ2U0296B2,4,4,0,0
U2K1N:8551:56.5021011757809288,2021-09-05 04:16:26,,off,HZ2U0296,HZ2U0296B1,4,3,0,0
U2K1N:8551:56.5021012708830929,2021-09-05 04:16:26,,off,HZ2U0217,HZ2U0217C2,6,5,0,0
U2K1N:8551:56.5021010828670914,2021-09-05 04:16:26,,off,HZ2U0217,HZ2U0217B2,6,6,0,0
U2K1N:8551:56.5021007016338539,2021-09-05 04:16:26,,off,HZ2U0121,HZ2U0121A1,6,2,0,0
U2K1N:8551:56.5021008472146673,2021-09-05 04:16:26,,off,HZ2U0217,HZ2U0217B1,6,2,0,0
U2K1N:8551:56.5021009450641040,2021-09-05 04:16:26,,off,HZ2U0121,HZ2U0121B2,6,4,0,0
U2K1N:8551:56.5021009576427398,2021-09-05 04:16:26,,off,HZ2U0121,HZ2U0121C2,6,1,0,0
U2K1N:8551:56.5021008356978293,2021-09-05 04:16:26,,off,HZ2U0217,HZ2U0217A1,6,3,0,0
U2K1N:8551:56.5021007178198524,2021-09-05 04:16:26,,off,HZ2U0121,HZ2U0121C1,6,5,0,0
U2K1N:8551:56.5021010795090539,2021-09-05 04:16:26,,off,HZ2U0217,HZ2U0217A2,6,1,0,0
U2K1N:8551:56.5021010728889399,2021-09-05 04:16:26,,off,HZ2U0217,HZ2U0217C1,6,4,0,0
U2K1N:8551:56.5021007027866918,2021-09-05 04:16:26,,off,HZ2U0121,HZ2U0121B1,6,6,0,0
U2K1N:8551:56.5021010644108637,2021-09-05 04:16:26,,off,HZ2U0296,HZ2U0296A1,4,1,0,0
U2K1N:8551:56.5021012768378714,2021-09-05 04:16:26,,off,HZ2U1892,HZ2U1892C2,6,6,0,0
U2K1N:8551:56.5021006064536053,2021-09-05 04:16:26,,off,HZ2U1892,HZ2U1892A1,6,2,0,0
U2K1N:8551:56.5021009419812105,2021-09-05 04:16:26,,off,HZ2U0121,HZ2U0121A2,6,3,0,0
U2K1N:8551:56.5021016448252990,2021-09-05 04:16:30,,off,HZ2U0273,HZ2U0273C1,6,1,0,0
U2K1N:8551:56.5021018398488997,2021-09-05 04:16:30,,off,HZ2U0273,HZ2U0273C2,6,6,0,0
U2K1N:8551:56.5021018363844055,2021-09-05 04:16:30,,off,HZ2U0273,HZ2U0273B2,6,5,0,0
U2K1N:8551:56.5021015232105397,2021-09-05 04:16:30,,off,HZ2U0273,HZ2U0273A1,6,3,0,0
U2K1N:8551:56.5021016431116195,2021-09-05 04:16:30,,off,HZ2U0273,HZ2U0273B1,6,2,0,0
U2K1N:8551:56.5021016476531499,2021-09-05 04:16:30,,off,HZ2U0273,HZ2U0273A2,6,4,0,0
U2K2N:8551:49.5035646101197503,2021-09-05 08:15:54,2021-09-05 08:18:54,on,QN2U0050,QN2U0050A2,6,5,0,0
U2K2N:8551:49.5035645917568000,2021-09-05 08:15:54,2021-09-05 08:18:54,on,QN2U0050,QN2U0050A1,6,1,0,0
U2K2N:8551:49.5035646117374360,2021-09-05 08:15:54,2021-09-05 08:18:54,on,QN2U0050,QN2U0050B1,6,2,0,0
